# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
Cc1ccc(S(=O)(=O)NCC(O)=NN)cc1	0.9254	0.9001	0.9263	+0.0008	+0.0262
Cc1cc(-c2ccc3cc(C4CC4)ccc3n2)ccc1NC(=O)c1ccnn1C	0.8916	0.9035	0.9065	+0.0149	+0.0030
CCC(CN(CC)C(=O)c1ccccc1)N=C(O)c1ccccc1	0.9226	0.8691	0.9056	-0.0170	+0.0365
CCCCOc1ccccc1NC(=S)NC(=O)c1ccc(OCC(C)C)cc1	0.9751	0.9711	0.9779	+0.0028	+0.0068
N=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1	0.9105	0.9249	0.9256	+0.0151	+0.0007
OC(c1ccc(F)cc1)(C(F)(F)F)C(F)(F)F	0.8077	0.8381	0.8285	+0.0208	-0.0096
COc1ccc(C(=O)O)cc1NC(=S)NC(=O)c1cccc(Br)c1	0.9352	0.9324	0.9405	+0.0053	+0.0081
CC(O)CN1C(=O)C(=O)c2c(Cl)cccc21	0.8680	0.8834	0.8890	+0.0210	+0.0056
Cc1ccc(-n2nc(C)cc2N)cc1	0.8923	0.9124	0.9250	+0.0327	+0.0125
C=C(C)C(=O)OC=CCCCCCCCCC	0.8835	0.9026	0.9039	+0.0204	+0.0014
CCCCc1ccc2nc(NC(=O)c3cccs3)sc2c1	0.9320	0.9605	0.9611	+0.0291	+0.0006
CCC=CCCCOc1cccc(NC)c1F	0.9139	0.9083	0.9234	+0.0095	+0.0151
O=[N+]([O-])c1ccc2sc3ccccc3c2c1	0.8593	0.9073	0.8886	+0.0293	-0.0187
CCC#CCCCCCC	0.9860	0.9710	0.9835	-0.0025	+0.0124
CCN(c1ccccc1)c1ncnc(Nc2ccccc2OC)c1N	0.9603	0.9711	0.9735	+0.0132	+0.0024
C=CNC(=O)N(CCC)CCCC	0.8182	0.8583	0.8610	+0.0428	+0.0027
CC1CC=C(C(=O)N2CCN3C(=O)NC(=O)C3C2)CC1	0.8166	0.9006	0.8780	+0.0615	-0.0226
C=CC(=O)OCCCC(O[Si])(O[Si](C)C)O[Si](C)C	0.8122	0.7307	0.7794	-0.0328	+0.0487
Cc1ccc(NC(=O)NC2CCCCCCC2)cc1Cl	0.9131	0.9155	0.9234	+0.0103	+0.0079
C=CCO	0.8488	0.8739	0.8667	+0.0180	-0.0072
Cc1cccc(N(C(=O)c2ccccc2)c2ccccc2C)c1	0.9374	0.9526	0.9526	+0.0152	-0.0000
COc1ccc2nc(N)n(-c3cc(F)ccc3C)c2n1	0.9223	0.9375	0.9403	+0.0180	+0.0028
COc1ccccc1CNS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)c(F)c1	0.9573	0.9659	0.9672	+0.0099	+0.0014
O=C(c1ccccc1)n1c(O)c(C=C2C=Nc3ccccc32)sc1=S	0.8394	0.8948	0.8796	+0.0402	-0.0152
CCNC(=NCCS(=O)(=O)C(C)(C)C)NC1CCN(C(C)c2ccccc2)CC1	0.8090	0.8935	0.8608	+0.0518	-0.0326
COc1c(F)cc(Br)cc1C(=O)CCl	0.8834	0.9029	0.9027	+0.0193	-0.0002
CCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(OCC)c(OCC(=O)Nc2ccccc2C)cc1Br	0.9574	0.9538	0.9598	+0.0024	+0.0060
COc1ccc(NC2=CC(=O)c3nc(-c4ccccn4)[nH]c3C2=O)cc1	0.8802	0.8946	0.8952	+0.0150	+0.0006
C=CCOC(=O)N1CCC(SC2=C(C(=O)O)N3C(=O)C(C(O)CC)C3S2)CC1	0.9210	0.9247	0.9354	+0.0144	+0.0107
COc1cc(Cl)cc(C=C2C(=O)NC(=O)N(c3cccc(C)c3)C2=O)c1	0.9453	0.9529	0.9586	+0.0132	+0.0057
CCOC(C)=C(C#N)C(=O)NC(=O)NC(C)=O	0.8327	0.8212	0.8399	+0.0072	+0.0187
O=C1OCCO1	0.5871	0.7185	0.6744	+0.0873	-0.0441
O=C(NCc1ccccc1)c1cccc(C(=O)Nc2ccc3c(c2)OCCO3)c1	0.9579	0.9571	0.9676	+0.0098	+0.0105
CC(O)C(O)CO	0.9487	0.9363	0.9498	+0.0011	+0.0135
BrC1C2CC3CC(C2)CC1C3	0.7359	0.7839	0.8011	+0.0653	+0.0172
CC(C(=O)NC1CCCC1)N(Cc1ccccc1F)C(=O)CN(c1cccc2ccccc12)S(C)(=O)=O	0.9695	0.9550	0.9689	-0.0005	+0.0139
[C-]#[N+]/C(C#N)=C1\C=C(C)OC(/C=C/c2cc3c4c(c2F)CC(C)(C)CN4CCC3(C)C)=C1	0.8277	0.7241	0.7852	-0.0425	+0.0611
COc1ccc(S(C)(=O)=O)cc1	0.9866	0.9699	0.9834	-0.0031	+0.0135
Oc1cccc2c3c4c(cc12)CCCN4CCC3	0.9295	0.9102	0.9360	+0.0065	+0.0258
C=CCC(C)(O)C(C)C	0.9700	0.9670	0.9774	+0.0074	+0.0104
CC1(C)CCc2ccccc2C1O	0.8950	0.9502	0.9408	+0.0458	-0.0094
CC(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3cccc(Cl)c3)cc2)cc1	0.9467	0.9597	0.9605	+0.0139	+0.0008
COc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1NC(=O)Nc1ccc(F)cc1	0.9671	0.9780	0.9775	+0.0103	-0.0005
CC1Cc2c(cc3c(c2S(=O)(=O)NCCCN)Oc2c(S(=O)(=O)O)c4c(cc2=C3c2ccccc2C(=O)[O-])C(C)(C)C(C)[NH+]=4)C1(C)C	0.8969	0.9142	0.9170	+0.0201	+0.0028
Cc1cc(-c2ccc(C=NNc3ccc(Cl)c(C(=O)O)c3)o2)c([N+](=O)[O-])cc1C	0.9421	0.9358	0.9542	+0.0122	+0.0184
CCC(=O)Nc1cc(C(=O)Nc2ccc(OC)c(S(N)(=O)=O)c2)ccc1OC	0.9764	0.9711	0.9817	+0.0053	+0.0106
Cc1nn(C)c(C)c1C=CC(=O)Nc1ccc(N(C)C2CCCCC2)c(F)c1	0.8914	0.9053	0.9033	+0.0119	-0.0021
O=C(O)c1ccc(Cl)nc1	0.9336	0.9250	0.9401	+0.0065	+0.0151
Cc1cc(NC(=O)c2ccco2)ccc1N	0.9411	0.9542	0.9541	+0.0131	-0.0001
COc1ccc2nc(SCc3cc(Oc4ccccc4)ccn3)[nH]c2c1	0.9454	0.9524	0.9548	+0.0094	+0.0024
CC(C)(C)OC(=O)C(N)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	0.9156	0.9354	0.9329	+0.0173	-0.0025
CCN(CC)CCC1CCN(Nc2nc(Cl)nc3c2ncn3C2CCCC2)CC1	0.9451	0.9595	0.9615	+0.0165	+0.0020
CCCN(CCC)N=CC=C(C)C	0.8467	0.8664	0.8656	+0.0190	-0.0007
Cc1noc(CSc2ccccc2C(=O)Nc2ccc3oc(=O)ccc3c2)n1	0.9059	0.9308	0.9253	+0.0194	-0.0055
CCn1c2ccccc2c2cc(N)ccc21	0.9414	0.9594	0.9599	+0.0185	+0.0005
COc1ccccc1OCC(=O)N1CCC(c2cc3nc(C(F)(F)F)ccc3[nH]2)CC1	0.9147	0.9371	0.9334	+0.0187	-0.0038
C=CCn1c(SCC(=O)Nc2sc3c(c2C#N)CCC(CC)C3)nnc1-c1ccc(OCC(C)C)cc1	0.9363	0.9430	0.9454	+0.0091	+0.0024
CCCOCCCCCCCCCCC=CN1C(=O)CCC1=O	0.8583	0.8652	0.8772	+0.0189	+0.0120
CCC(C)=C(N)N=C(C)C(C)C	0.7425	0.7328	0.7550	+0.0125	+0.0221
CCC(CC)(O[P+](=O)[O-])c1cn(Cc2ccccc2)c2ccc(Cl)cc12	0.6698	0.7213	0.7027	+0.0329	-0.0186
Cc1c(Cl)cccc1N=C1NC(=O)C(=Cc2ccc(OCc3ccc(F)cc3)c(Br)c2)S1	0.9673	0.9407	0.9650	-0.0023	+0.0242
NC1(C(=O)O)CCN(Cc2nc(Cl)ccc2Cl)C1	0.7615	0.8268	0.8051	+0.0436	-0.0217
C=C(C(=O)O)C1OC(C(O)CO)C(O)C1O	0.8954	0.9025	0.9072	+0.0118	+0.0048
CCCCC(=O)N=[N+]=[N-]	0.7941	0.8523	0.8524	+0.0583	+0.0000
COC(=O)C1=CC(C)(C(C)=O)O[Si]1(C)C	0.7555	0.7197	0.7442	-0.0113	+0.0245
CCC(=O)CSc1ccc(CC(N)C(=O)OC)cc1	0.8957	0.9521	0.9387	+0.0430	-0.0133
O=C(OC1C2C=CC1C=C2)c1ccccc1	0.8607	0.8832	0.8810	+0.0203	-0.0022
CCC(C)c1ccc(O)c(C(C)CC)c1	0.8641	0.8972	0.8919	+0.0277	-0.0053
C[Si](C)(C)c1ccc(C#Cc2ccc(OCCBr)cc2)cc1	0.7829	0.8047	0.8100	+0.0271	+0.0053
O=C1C=CC(=O)N1C1(CCO)CNC1	0.8905	0.9132	0.9187	+0.0281	+0.0054
COc1cnc2ccccc2c1Br	0.8805	0.9019	0.9005	+0.0199	-0.0014
O=C(O)CCC(=O)NC(=O)NCC(=O)N1CCCC1	0.9559	0.9508	0.9614	+0.0055	+0.0106
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC	0.9489	0.9515	0.9575	+0.0085	+0.0059
CNCc1nc(-c2ccc(-c3cnc4[nH]c(=O)n(CC5CCOCC5)c4n3)cc2)n[nH]1	0.8674	0.8879	0.8883	+0.0209	+0.0005
Cc1ccc(-c2cc(C(=O)Nc3nc(-c4cccc5ccccc45)cs3)c3ccccc3n2)o1	0.9254	0.9105	0.9277	+0.0022	+0.0172
CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1	0.8701	0.9174	0.9093	+0.0392	-0.0082
O=C(O)C#Cc1ccccc1	0.8235	0.7513	0.8129	-0.0106	+0.0617
CN(C)CC=CC1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1	0.9338	0.9485	0.9485	+0.0147	+0.0000
CCC1C(=O)NC(=O)CN1C(=O)C1CCCCC1C(=O)O	0.9487	0.9349	0.9530	+0.0043	+0.0181
CNc1ccccc1C(=Cc1ccc(Cl)cc1)S(=O)(=O)c1ccccc1	0.8709	0.8791	0.8794	+0.0085	+0.0003
FC(F)(F)C(Cl)(Cl)Cl	0.6183	0.5499	0.5912	-0.0271	+0.0414
C=CC(=O)N1CCC(N2C=CN(c3ccc(Oc4cccc(OC(C)C)c4)c(F)c3)C2)C1	0.9076	0.8928	0.9070	-0.0006	+0.0142
COc1ccc(C=CC(=O)c2ccc(N3CCNCC3)cc2)cc1	0.9713	0.9680	0.9732	+0.0019	+0.0051
O=C(NCc1cccc(Br)c1F)c1ccc2ncccc2c1	0.9030	0.9357	0.9300	+0.0270	-0.0057
CCCn1c(=O)ccc2cc(CNS(=O)(=O)c3ccccc3)ccc21	0.8874	0.8953	0.9049	+0.0174	+0.0096
CC(=O)Nc1c(C(=O)c2ccoc2)[nH]c2cc(Cl)ccc12	0.8415	0.8568	0.8674	+0.0259	+0.0106
Cc1ccccc1C=C1CC(C(C)(C)C)Cc2c1nc1ccccc1c2C(=O)O	0.8947	0.9055	0.9078	+0.0132	+0.0024
ClCCOCCCl	0.9508	0.9452	0.9588	+0.0080	+0.0136
C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C	0.9653	0.9775	0.9789	+0.0136	+0.0013
O=C(c1ccccc1)c1ccncc1	0.9617	0.9579	0.9689	+0.0072	+0.0111
CC1(C)[C@H]2CC[C@@]13CS(=O)(=O)N[C@H]3C2	0.9798	0.9629	0.9747	-0.0051	+0.0118
C[C@@H]1C[C@H](O)[C@H]2C[C@@H]1C2(C)C	0.9035	0.9260	0.9246	+0.0211	-0.0014
Cc1cc(C)n(-c2ccc(C(=O)Nc3cccc([N+](=O)[O-])c3C)cc2)n1	0.9339	0.9357	0.9447	+0.0107	+0.0090
O=C(CCc1ccccc1)NCc1nc2ccccc2n1Cc1ccc2ccccc2c1	0.9579	0.9539	0.9642	+0.0063	+0.0103
Cc1ccc(N=Nc2c(C)nn(-c3ccccc3)c2Nc2ccc(OCC=O)cc2)cc1	0.8658	0.8476	0.8696	+0.0038	+0.0220
COc1c(C)c(C)cc(C)c1CNCC(C)CCN	0.9341	0.9187	0.9379	+0.0037	+0.0192
Cc1nnc(C(C)N(C)Cc2cc(Cl)cc(Cl)c2)o1	0.8992	0.8318	0.8801	-0.0191	+0.0482
CC(CO)(CO)C(Oc1ccc2[nH]c(=O)[nH]c2c1)c1ccc2cccc(N3CCC(N)CC3)c2n1	0.9367	0.9102	0.9367	+0.0000	+0.0264
CC(C)(C)c1csc(CC(=O)Cc2cccc(Br)c2)n1	0.8936	0.9065	0.9104	+0.0168	+0.0039
Cc1cnnc(N2CCCC3CNCC32)c1	0.8691	0.9473	0.9176	+0.0486	-0.0297
CN(C)C(=O)C(=O)c1c[nH]c2ccccc12	0.8784	0.8735	0.8941	+0.0158	+0.0206
Nc1nc(Nc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O	0.9628	0.9717	0.9720	+0.0092	+0.0004
OC1c2cc(Oc3ccc4ccccc4n3)ccc2OCCC1Oc1ccccc1	0.8751	0.9618	0.9265	+0.0514	-0.0353
CCCCCCCC1(C)OCC(C)O1	0.8805	0.8416	0.8693	-0.0112	+0.0277
CCNc1ccc(C(=O)Nc2nnc(CC)s2)cn1	0.9434	0.9666	0.9649	+0.0216	-0.0016
CCc1c(C(C)C)c(C)nn1C	0.9293	0.9144	0.9431	+0.0138	+0.0286
COc1ccc(CNc2nc(NCc3c(F)cc(C#N)cc3CC(F)F)cc3c2ncn3C)c(OC)c1	0.9119	0.9397	0.9408	+0.0289	+0.0012
COc1ccccc1C1=NC(C)(C)CO1	0.9323	0.9183	0.9323	-0.0000	+0.0140
Cc1cccc(NC(=O)c2cc3cc(F)ccc3o2)c1	0.9296	0.9392	0.9418	+0.0122	+0.0025
Nc1cc(Cl)nc(NN=Cc2ccc([N+](=O)[O-])cc2)n1	0.9292	0.9342	0.9419	+0.0126	+0.0077
C=C1N(CCC)c2ccc(P(=O)(OCCCCNC(=O)C(F)(F)F)OCCCCNC(=O)C(F)(F)F)cc2C1(C)C	0.9563	0.9171	0.9492	-0.0071	+0.0321
CCN(CCBr)c1ccc(N=Nc2ccc(C=NN=c3scc(C)n3C)cc2)cc1	0.8284	0.8430	0.8438	+0.0154	+0.0007
O=Cc1ccc(Oc2ccc(F)c(Br)c2)nc1	0.9145	0.9061	0.9203	+0.0057	+0.0141
CCC(=O)OC1C(OC(=O)C2CC2)C=C2C=C3OC(=O)C(C)=C3CC2(C)C1C	0.7914	0.8552	0.8303	+0.0389	-0.0249
N#Cc1c(F)c(F)c(F)c(F)c1F	0.8248	0.8175	0.8296	+0.0048	+0.0121
Cn1nc(Oc2ccc(C(F)(F)F)cc2)c(Cl)c1S(C)(=O)=O	0.8844	0.8972	0.8974	+0.0131	+0.0002
NS(=O)(=O)c1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1	0.9450	0.9439	0.9514	+0.0064	+0.0075
O=C(N=Nc1c(O)[nH]c2ccccc12)c1cc2cc(Br)ccc2oc1=O	0.8618	0.8678	0.8713	+0.0094	+0.0035
Cn1c(C#N)nc2c1c(=O)n(Cc1cc3c(Cl)cccc3n1C(=O)OC(C)(C)C)c(=O)n2C	0.9128	0.9179	0.9341	+0.0213	+0.0162
O=C(COc1ccc2ccccc2c1)Nc1cc(Cl)ccc1Oc1ccccc1	0.9561	0.9590	0.9638	+0.0077	+0.0048
COc1ccc(C=NO)c(OC)c1	0.9462	0.9611	0.9601	+0.0139	-0.0010
CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccc(OCCCCC(=O)O)cc3)c-2cc1C	0.9734	0.9725	0.9787	+0.0053	+0.0062
CCCCCCCC=CC=CC(=O)NC(C(=O)NC1C=CCCNC(=O)C=CC(C(C)C)NC1=O)C(C)O	0.9048	0.9420	0.9321	+0.0274	-0.0099
CCOc1cccc(NC(=O)c2cc(N(C)S(C)(=O)=O)ccc2Cl)c1	0.9133	0.9525	0.9390	+0.0257	-0.0134
CC(C)/C=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	0.9760	0.9660	0.9812	+0.0052	+0.0151
CCOC(=O)Cc1ccc2cc(C(=O)OCC)[nH]c2c1	0.9600	0.9613	0.9716	+0.0116	+0.0104
CC(=NNC(=O)c1ccccc1NC(=O)c1ccc(Br)o1)c1ccc(Cl)s1	0.8811	0.8689	0.8824	+0.0013	+0.0135
CCCNc1ncc(Cl)c(Nc2cc(C)cc(C)c2)n1	0.9533	0.9557	0.9599	+0.0066	+0.0042
O=c1c2ccccc2nc(-c2ccc3[nH]ccc3c2)n1-c1ccc(C2CCCC2)cc1	0.8664	0.9226	0.9062	+0.0399	-0.0163
N#CC(C#N)=Cc1c(F)ccc(F)c1Br	0.7476	0.7815	0.7806	+0.0330	-0.0009
NCC=CC(=O)N1CCC2(CCC2)C1	0.9607	0.9532	0.9627	+0.0020	+0.0095
C=CCS(=O)C=CC(=O)OCC	0.9260	0.9225	0.9369	+0.0109	+0.0145
O=C(O)C(F)F	0.8111	0.8473	0.8362	+0.0251	-0.0111
Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3N3CC(C)C(N(C)C(=O)O)C(N)C3)ccc2F)c(F)c1	0.9083	0.9014	0.9144	+0.0062	+0.0130
CCCCOC(=O)C(=O)NCCCN1CCOCC1	0.9488	0.9127	0.9408	-0.0081	+0.0281
CN1CCCC(=CC(=O)O)C1	0.9182	0.9383	0.9366	+0.0184	-0.0017
OCc1cc(F)c(F)cc1F	0.8725	0.8402	0.8642	-0.0083	+0.0240
N#Cc1ccc(C2(C#N)CCOC2)cc1	0.8395	0.8655	0.8587	+0.0192	-0.0068
Cc1cccc2c1CC(C(C)C)C/C2=N/NC(=N)O	0.8779	0.9142	0.9080	+0.0301	-0.0061
CCCCCCC(O)CO	0.9857	0.9860	0.9901	+0.0044	+0.0042
c1ccc2c(c1)CCNC2	0.7398	0.7711	0.7647	+0.0249	-0.0064
NC(CCCC(=O)O)C(=O)O	0.9827	0.9854	0.9864	+0.0037	+0.0010
C#CCC(C)C(=O)N1C(=O)OCC1C(C)C	0.9339	0.9280	0.9381	+0.0042	+0.0101
Cc1cc(C)cc(-n2ncc3c(=O)n(CC(=O)c4ccc(NC(=O)CC(C)C)cc4)cnc32)c1	0.9333	0.9507	0.9474	+0.0141	-0.0033
CC(C)=CC(=O)N(C)C1CCC(C)CC1	0.8957	0.9280	0.9216	+0.0259	-0.0064
COc1ccc(C(=O)Oc2cc(C=C3SC(=O)N(CCOc4ccccc4)C3=O)ccc2OC)cc1	0.9789	0.9752	0.9843	+0.0054	+0.0090
Cc1csc2nc(COc3ccccc3C(=O)Nc3ccccc3)cc(=O)n12	0.9287	0.9280	0.9360	+0.0072	+0.0080
Cc1cccc(Nc2cc(C(=O)O)ccc2[N+](=O)[O-])c1Br	0.9426	0.9278	0.9406	-0.0020	+0.0128
Cc1ccc(N2CCN(C(=O)c3cc(-c4cccc5ccccc45)n[nH]3)CC2)c(C)c1	0.9018	0.8746	0.8952	-0.0065	+0.0207
CCn1c(-c2cccnc2)nc2cc(NC(=O)COC)cc(C(=O)NCc3cc(F)ccc3C)c21	0.9531	0.9627	0.9641	+0.0110	+0.0015
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)C(=O)O	0.9586	0.9358	0.9581	-0.0005	+0.0223
Nc1ccccc1NC(=O)C=Cc1ccc(C=C(C(=O)NC2CC2)c2cccc(Cl)c2)cc1	0.9373	0.9328	0.9449	+0.0076	+0.0121
COCCNC(=O)c1ccnc(Nc2cccc(C(=O)OC)c2)c1	0.9787	0.9670	0.9779	-0.0008	+0.0109
O=C(O)C1(C(=O)O)CCC1	0.8273	0.8158	0.8288	+0.0015	+0.0129
CCCNCc1ccc(Oc2cccc(F)c2)nn1	0.9245	0.9212	0.9300	+0.0055	+0.0088
O=[N+]([O-])c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1	0.7740	0.7862	0.7981	+0.0241	+0.0119
CC1C=CC(N2CC(C)NC(C)C2)=c2cc(C(=O)O)c3nc4ccccc4n3c2=CC1	0.8175	0.8670	0.8577	+0.0402	-0.0093
COC(=O)C=CC1C=C(n2nc3ccc(C(F)(F)F)cc3n2)C(=O)C(C(C)(C)C)C1	0.8357	0.8806	0.8727	+0.0370	-0.0080
COCCC1(CNc2cc(C)ccc2C#N)CC1	0.9002	0.8890	0.9027	+0.0026	+0.0137
CC1=CN(C2CC3CCC(O)C3O2)C(=O)NC=C1	0.7563	0.7396	0.7572	+0.0009	+0.0176
Cc1ccc2[nH]c(=S)n(-c3cc(Cl)ccc3Cl)c2n1	0.9089	0.9198	0.9247	+0.0158	+0.0049
CC1(O)CN(C2CC(O)C(CO)O2)C(=O)NC1=O	0.9570	0.9746	0.9731	+0.0160	-0.0016
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O	0.9428	0.9499	0.9501	+0.0073	+0.0003
CSc1ncnc2c1ncn2CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	0.9125	0.9198	0.9232	+0.0107	+0.0034
CC(=O)C1=CC=CC(O)C1	0.8057	0.8412	0.8386	+0.0329	-0.0027
CN(CCc1nccn1C)C1CCCNCC1	0.8661	0.9324	0.9111	+0.0450	-0.0213
CC1CCC(=NNC(=O)CSc2nc3ccccc3[nH]2)CC1	0.8744	0.9219	0.9117	+0.0373	-0.0102
CC1CN(C(=O)C(C)OC(=O)CCCc2nc3ccccc3c(=O)[nH]2)CC(C)O1	0.9064	0.8950	0.9106	+0.0042	+0.0156
Cc1ccc(C(C)(C)C)c(Oc2nccnc2Cl)c1	0.8653	0.8981	0.8932	+0.0279	-0.0049
CN(CC(C)(C)C)c1ccc(C(N)=S)c2ccccc12	0.8820	0.8869	0.8980	+0.0159	+0.0111
Cc1cc(C(=O)Nc2ccc(C(=O)NC3CC3)c(Cl)c2)c(C)n1-c1cccc(Cl)c1	0.8507	0.9380	0.9062	+0.0555	-0.0318
CC(N)C1=NC(=O)NC1=O	0.7906	0.6947	0.7544	-0.0363	+0.0597
CCOc1ccccc1C=CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1	0.9001	0.8611	0.8911	-0.0090	+0.0300
O=C(O)c1ccc2nc(-c3ccccc3)[nH]c2c1	0.9318	0.9336	0.9394	+0.0076	+0.0058
FC(Br)C(F)(F)Br	0.8311	0.8345	0.8425	+0.0115	+0.0080
Cc1c(OC(=O)NC(c2cccc(Cl)c2)C2CC2)c2cccc(Cl)c2c(=O)n1-c1ccccc1	0.8610	0.8789	0.8762	+0.0152	-0.0028
O=C(O)CNc1ccccc1C(=O)O	0.8892	0.8815	0.8910	+0.0019	+0.0096
O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cn(Cc2ccc(Br)cc2)c2ccccc12	0.9595	0.9724	0.9726	+0.0131	+0.0002
CCCCCC/C=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	0.9772	0.9807	0.9878	+0.0106	+0.0071
O=C(Nc1ccc(-c2nc3ccc(NC(=O)c4ccc(Br)cc4)cc3[nH]2)cc1)c1ccc(Br)cc1	0.9564	0.9654	0.9654	+0.0090	-0.0001
Cc1ccc2c(n1)c1nc(C)ccc1c1nc3cc(N)ccc3nc21	0.9099	0.8989	0.9183	+0.0084	+0.0194
CNCC1CCN(CC(=O)NC(=O)NC)C1	0.9540	0.9739	0.9710	+0.0171	-0.0029
COC1=CC(=O)C2C=C3C=CC(OC)C(N)=C3N=C2C1=O	0.8169	0.8212	0.8281	+0.0111	+0.0068
Cn1c(SCC(=O)NC2CCCc3ccccc32)nnc1C1CC1	0.8978	0.9158	0.9198	+0.0221	+0.0040
COC(=O)c1ccc(CN2C(=O)C(=O)C(=C(O)c3ccc(F)c(C)c3)C2c2cccc(O)c2)cc1	0.9673	0.9670	0.9771	+0.0098	+0.0101
COCC1CCN(c2cc(C(=O)O)nc3c2c(C(C)C)nn3-c2cccc(C)c2)CC1	0.8892	0.9058	0.9050	+0.0159	-0.0007
C#CCOC(=O)C=C(C)C(C)(C)C	0.8612	0.8547	0.8734	+0.0122	+0.0187
CCS(=O)(=O)c1ccccc1C(=O)Nc1nncs1	0.9286	0.8998	0.9241	-0.0045	+0.0243
C[Si](C)(C)Sc1ccccc1	0.6516	0.5877	0.6304	-0.0212	+0.0426
O=c1ccc2ccc3occc3c2o1	0.8198	0.9026	0.8741	+0.0543	-0.0286
CCSCC[C@@H](N)C(=O)O	0.9873	0.9895	0.9910	+0.0037	+0.0015
C=CC(=O)OCC1=CC=C(C2=CC=C(OC(=O)C=C)CC2)CC1	0.9323	0.9314	0.9508	+0.0185	+0.0194
CCOc1ccc2[nH]c(-c3ccc(Cl)cc3)c(CC(=O)O)c2c1	0.9585	0.9526	0.9611	+0.0026	+0.0085
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)c4c[nH]c(=O)[nH]c4=O)c3)c12	0.8987	0.8862	0.8988	+0.0001	+0.0126
CCCCCCCCCCCCCCCC(OC(=O)C=CC(=O)O)C(CC)S(=O)(=O)O	0.8986	0.9323	0.9285	+0.0299	-0.0038
COC(=O)/C=C(\C)CC(=O)OC	0.9353	0.9163	0.9381	+0.0028	+0.0219
CSc1nc(Nc2ccc(C(F)(F)F)cc2)cc(-c2ccc3cccnc3c2)n1	0.9274	0.9279	0.9321	+0.0048	+0.0043
CCc1cc(NC(=O)NCC2CN(C)CCO2)c2ccccc2n1	0.9253	0.9289	0.9345	+0.0092	+0.0056
CCCOc1cccc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccc(Cl)cc2)c1	0.9550	0.9541	0.9598	+0.0049	+0.0058
Cc1cc(Br)c(Nc2cnc(N)cn2)cc1Cl	0.8440	0.8667	0.8660	+0.0220	-0.0007
CC(=O)N1N=C2C3CCN(CC3)C2C1C1C=CC=C1	0.8473	0.8548	0.8653	+0.0180	+0.0105
COc1ccc2[nH]c(C(=O)N=Nc3c(O)n(CN4CCCC4)c4ccccc34)c(-c3ccccc3)c2c1	0.9187	0.9311	0.9452	+0.0264	+0.0140
COc1ccc(-c2ccccc2)c2nc(NC(=O)c3cccc(C)c3)nn12	0.8475	0.8402	0.8519	+0.0044	+0.0117
O=C(C1CCCCC1)N1CCSC1c1ccc(Cl)cc1Cl	0.8876	0.9449	0.9281	+0.0405	-0.0168
COc1cc(-c2cc(C)c3cccc(OC)c3n2)cc2c1OCCN(C)C2	0.9323	0.9465	0.9504	+0.0180	+0.0039
OC(=Nc1ccccc1)Nc1ccccc1	0.9057	0.8881	0.9080	+0.0022	+0.0199
C=CC(C(=O)NC)=C(CCCN)OCC(F)F	0.8601	0.8839	0.8818	+0.0216	-0.0021
CC1=CC2C3CC(C=C3C)C2C1	0.6493	0.6750	0.7342	+0.0849	+0.0592
CC(O)C(F)(F)F	0.8379	0.7804	0.8204	-0.0175	+0.0400
NC(=O)NC=C1CCCSC1=O	0.8228	0.7318	0.8007	-0.0221	+0.0689
Cc1cc2cc3ccccc3cc2c2ccccc12	0.8596	0.9037	0.8953	+0.0357	-0.0084
CCOc1cc(C=NNS(=O)(=O)c2ccc(Cl)cc2)ccc1OC(=O)c1ccc(Cl)cc1	0.9139	0.9541	0.9487	+0.0347	-0.0054
