# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
[N-]=[N+]=CC(=O)OCC1CCCC1	0.8707	0.8637	0.8748	+0.0040	+0.0111
Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1	0.8356	0.8194	0.8465	+0.0108	+0.0271
CCc1nnc(NC(=O)c2ccccc2C(=O)c2ccc(Cl)cc2)s1	0.9481	0.9365	0.9519	+0.0037	+0.0153
CC(O[Si](C)(C)C(C)(C)C)C1C(=O)N2C(C(=O)O)=C(CCCCl)SC12	0.8888	0.9085	0.9046	+0.0159	-0.0039
[N-]=[N+]=C(S(=O)(=O)c1cccc(Br)c1)S(=O)(=O)c1cccc(Br)c1	0.9234	0.9235	0.9372	+0.0138	+0.0136
CC(C)=CCc1ccc2c(c1)nc(N)c1ncccc12	0.8602	0.8796	0.8804	+0.0202	+0.0008
CC(C)C(C)NC(=O)C=CC=CC1CC1C=C(Br)Br	0.8776	0.8720	0.8836	+0.0060	+0.0116
COc1ccc(CC(NC(=O)C(Cc2ccc(OC)cc2)NC(C)=O)C(N)=O)cc1	0.9220	0.9344	0.9374	+0.0154	+0.0031
CCN(C(=O)O)c1cccc(NC(=O)Nc2cccc(N)c2C)c1C	0.9164	0.8990	0.9175	+0.0011	+0.0186
CC(C(=O)Nc1cc(Cl)ccc1Oc1ccccc1)N(c1ccc2c(c1)OCCO2)S(C)(=O)=O	0.9766	0.9812	0.9843	+0.0077	+0.0030
COC(c1ccc(Cl)c2c1N(c1ccccc1Nc1nc(-c3ccccc3)ns1)CC21CCNCC1)C(C)(C)C	0.9004	0.9227	0.9189	+0.0185	-0.0038
CSCCC(NC(=O)Cn1ccc2ccc(Cl)cc21)c1nc2ccccc2[nH]1	0.9489	0.8930	0.9351	-0.0139	+0.0420
CC(C)(C)c1cc(-c2ccc3cc(Br)ccc3n2)nc(-c2ccc3cc(Br)ccc3n2)c1	0.9081	0.8891	0.9226	+0.0145	+0.0335
CCCCn1nc(C(C)CC)nc1Cc1ccc(-c2ccncc2-c2nn[nH]n2)cc1	0.8593	0.9018	0.8994	+0.0401	-0.0025
CCCc1nc2nc3c(cn2n1)C(=O)CC(C)C3	0.8840	0.8031	0.8636	-0.0204	+0.0605
CC=CC(O)CC(=COC(=O)N(C(C)C)C(C)C)C[Si](C)(C)C	0.8518	0.8640	0.8670	+0.0152	+0.0030
CCCC(C)=C(C)C	0.9471	0.9624	0.9629	+0.0158	+0.0005
CCOC(=O)C(F)F	0.7828	0.7821	0.7878	+0.0050	+0.0057
O=C(CSc1nc(C(F)(F)F)nc2ccccc12)N(Cc1ccccc1)C1CCS(=O)(=O)C1	0.9538	0.9555	0.9621	+0.0083	+0.0066
Cc1ccc2nc(-c3ccc(NC(=O)c4ccn(COc5ccc(-c6ccccc6)cc5)n4)cc3)sc2c1	0.9587	0.9683	0.9707	+0.0120	+0.0024
CN(CCn1c2ccccc2c2cc(C(N)=O)c(N)nc21)Cc1ccccc1	0.8248	0.8399	0.8382	+0.0134	-0.0017
C#CCn1c(=NC(=O)c2cccc(Br)c2)sc2cc(C)ccc21	0.9344	0.9438	0.9470	+0.0126	+0.0032
CCCCCCCCCCCCCCCCCCCC(=O)O	0.9958	0.9975	0.9978	+0.0020	+0.0002
COC(=O)c1cnc(C)cc1C(=O)OC	0.8817	0.8892	0.9020	+0.0203	+0.0128
CCOc1ccc(-n2c(SCC(=O)Nc3ccc(C)c(F)c3)nc3ccccc3c2=O)cc1	0.9648	0.9722	0.9732	+0.0084	+0.0010
COc1ccc(Br)cc1C(NC(C)C)c1nc(C)c(C)s1	0.9174	0.8832	0.9183	+0.0009	+0.0351
O=C(COc1ccc(Cl)cc1Cl)Nc1ccc2nc(CCN3CCOCC3)ccc2c1	0.9494	0.9677	0.9651	+0.0157	-0.0026
O=C(O)[C@@H]1CC[C@H]1C(=O)O	0.9411	0.9408	0.9442	+0.0030	+0.0034
Cc1ccc(C(=O)N(Cc2ccc(Br)cc2)c2nc3nc(C)c(C)c(=O)n3[nH]2)cc1	0.8762	0.8895	0.8915	+0.0153	+0.0020
ON1Cc2cccc(F)c2C1	0.7809	0.7746	0.7862	+0.0053	+0.0116
CCC(=O)c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(C(=O)CC)cc5)o4)c4nsnc34)o2)cc1	0.8684	0.8901	0.8976	+0.0292	+0.0076
Cn1cnc(Oc2ccc(C(=N)N)c(C(F)(F)F)c2)n1	0.9147	0.9165	0.9268	+0.0121	+0.0103
Cc1cc(C)c(S(=O)(=O)N(CCc2c[nH]c3ccccc23)C(=O)c2ccccc2Br)c(C)c1	0.8927	0.9056	0.9044	+0.0117	-0.0012
Fc1nc2ccccc2s1	0.6133	0.6412	0.6364	+0.0231	-0.0048
CSc1cccc(Cl)c1	0.8121	0.8107	0.8208	+0.0086	+0.0100
O=C(Cn1ccn2nc(-c3ccccc3)c(CO)c2c1=O)Nc1ccc2c(c1)CCC2	0.9172	0.9107	0.9209	+0.0037	+0.0102
O=Cc1cc2ccccc2cc1C=O	0.8170	0.7481	0.8288	+0.0119	+0.0808
CCC(NC(=O)c1cc(-c2ccc(OC)cc2)n[nH]1)c1cn2cccnc2n1	0.9133	0.9635	0.9532	+0.0399	-0.0103
CC(C)(O)C#N	0.7916	0.7543	0.7890	-0.0026	+0.0347
CC(C)NC(=O)c1ccc(NC(=O)c2cc3c(s2)-c2ccccc2OC3)cc1	0.9426	0.9433	0.9545	+0.0119	+0.0112
C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	0.8882	0.9161	0.9063	+0.0181	-0.0098
Cc1cc(C(C)C)c(C)cc1C(C)C	0.9048	0.8995	0.9220	+0.0172	+0.0225
CC(=O)C=CC(=O)OC1COC2C(OC(=O)C=CC(=O)OC3COC4C(OC(=O)C=CC(=O)O)COC34)COC12	0.9001	0.9050	0.9082	+0.0081	+0.0032
CCn1c(=NC(=O)c2cc(C)no2)sc2cc(F)ccc21	0.8817	0.8578	0.8778	-0.0039	+0.0200
O=C(NC1CCCC1)C1CCCN(C(=O)c2ccc3cc[nH]c3c2)C1	0.9450	0.9134	0.9400	-0.0050	+0.0267
C=CCC(CCCCCCCCCCC)OC(=O)C=CC	0.9360	0.8780	0.9161	-0.0199	+0.0380
O=C1NC(=O)C(CCSSCCC2NC(=O)NC2=O)N1	0.9277	0.9315	0.9462	+0.0185	+0.0147
Oc1ccc(Nc2nnns2)cc1	0.8293	0.8978	0.8768	+0.0475	-0.0210
O=Cc1ccc(Cl)c(F)c1	0.8789	0.8897	0.8920	+0.0131	+0.0023
Cc1c([N+](=O)[O-])cc(C=C(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])cc1[N+](=O)[O-]	0.7513	0.8522	0.8092	+0.0579	-0.0430
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O	0.9321	0.9167	0.9298	-0.0023	+0.0131
CCN(CC)S(=O)(=O)c1cccc(C(=O)NN=Cc2ccccc2Cl)c1	0.9511	0.9647	0.9627	+0.0117	-0.0020
C=CCN1C(=O)C(C(C)C)Oc2ccc(C(=O)CCl)cc21	0.8942	0.8787	0.8947	+0.0005	+0.0160
COc1ccc2ccccc2c1-c1nc(-c2ccc(O)cc2O)nc(-c2c(O)ccc3ccccc23)n1	0.9096	0.8806	0.8996	-0.0100	+0.0190
C=CCNC(=O)C(=O)C(CC=CC)NC(=O)C1CCCN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C	0.9524	0.9679	0.9657	+0.0133	-0.0021
Fc1cccc(CCBr)c1	0.9441	0.9454	0.9531	+0.0090	+0.0077
COc1cccc(C=O)c1O	0.8707	0.8402	0.8661	-0.0045	+0.0259
COc1nccc(C(F)F)c1CN	0.9163	0.8999	0.9142	-0.0021	+0.0143
Cn1cc(C(CC(=O)O)C(C)(C)N)cn1	0.9121	0.9158	0.9219	+0.0098	+0.0061
CCOc1nn(Cc2ccccc2)c(=O)c2ccccc12	0.9381	0.9027	0.9310	-0.0071	+0.0283
COc1ccc(NC(=S)NN=Cc2cc(C)n(-c3ccc(C)cc3)c2C)cc1	0.9526	0.9631	0.9631	+0.0106	-0.0000
Cc1cc(O)c2c(OC3OC(CO)C(O)C(O)C3O)ccc(O)c2c1	0.9393	0.9537	0.9563	+0.0171	+0.0026
CC1CCC(C(C)C)C(OC2C=CC(=O)O2)C1	0.8288	0.8425	0.8422	+0.0134	-0.0003
COc1cc(Br)c(OC)cc1Br	0.7209	0.6179	0.6721	-0.0488	+0.0542
CCOc1ccc(-c2cc3c(=O)n(CC(=O)N(CC)Cc4ccccc4)ncn3n2)cc1	0.9044	0.8952	0.9078	+0.0034	+0.0126
CC(C)=CCCC(C)=CCC1=C(O)C(=O)C=C(O)C1=O	0.8301	0.8829	0.8639	+0.0339	-0.0190
COc1cc(C)c(C(O)=C2C(=O)C(=O)N(c3ccc(N4CCCC4)cc3)C2c2ccc(O)cc2)cc1C(C)C	0.9636	0.9349	0.9610	-0.0026	+0.0261
COCCc1nnc(NC(=O)C23CC4CC(CC(C4)C2)C3)o1	0.8735	0.8569	0.8815	+0.0081	+0.0246
Nc1ccc([N+](=O)[O-])cc1I	0.9028	0.9053	0.9103	+0.0075	+0.0050
CCOC(=O)c1ccsc1C	0.9147	0.8435	0.8968	-0.0178	+0.0533
CCn1c(SC(C)C(=O)Nc2cccc(Cl)c2)nc2cc(S(N)(=O)=O)ccc21	0.9224	0.9253	0.9308	+0.0084	+0.0055
COC(=O)CNCC1CCCN(c2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)C1	0.8971	0.9276	0.9290	+0.0319	+0.0015
COc1ccc([N+](=O)[O-])c(-c2ccccc2)c1	0.8998	0.9278	0.9271	+0.0273	-0.0007
Cc1cc(COc2cccc(-c3cc(=NC4CC4)n4ncc(=Cc5[nH]c(=O)[nH]c5O)c4n3)c2)no1	0.9053	0.9255	0.9255	+0.0203	-0.0000
CC(C)=CCC1CC2C(=O)C(C(=O)C=C2O)C1(C)C	0.7616	0.8142	0.8052	+0.0437	-0.0090
OC1=Nc2cc(Cl)ccc2C1	0.7985	0.8683	0.8593	+0.0607	-0.0091
CCN(S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1	0.9558	0.9230	0.9460	-0.0098	+0.0230
CCCCOc1ccc(C(=O)Nc2nonc2-c2ccccc2)cc1	0.9416	0.9604	0.9593	+0.0178	-0.0010
COC(=O)c1cccnc1Cl	0.9461	0.9420	0.9556	+0.0095	+0.0136
Cc1cccc(C(=O)Nc2cncc(Oc3ccc(C(F)(F)F)nc3)n2)c1	0.9311	0.9380	0.9390	+0.0078	+0.0009
CCN(CC)CCCNC(=O)Nc1nc2ccc(C(=O)Nc3c(C)cccc3Cl)cc2s1	0.8875	0.9047	0.9053	+0.0178	+0.0007
CC(OC(=O)CCN1C(=O)C2CCCCC2C1=O)C(=O)NC(=O)NC1CCCCC1	0.9438	0.9565	0.9590	+0.0152	+0.0025
COc1ccccc1NC(=O)c1cc2sccc2n1Cc1cccc(F)c1	0.9670	0.9586	0.9676	+0.0006	+0.0089
CCC(C)=NOC(=O)C(=O)ON=C(C)C	0.6978	0.7088	0.7110	+0.0132	+0.0022
CCc1ccccc1Nc1nccc(Nc2cccc(Br)c2)n1	0.9503	0.9618	0.9654	+0.0152	+0.0036
CC(=O)O[C@H](C(=N)O)[C@H]1OC(Nc2ccc([N+](=O)[O-])cc2)[C@H](OC(C)=O)[C@H]1OC(C)=O	0.9285	0.9262	0.9365	+0.0080	+0.0102
CC1=C(C(=O)N2CC(O)C2)CCC(C)(C)C1	0.8551	0.8111	0.8489	-0.0062	+0.0378
COC1=CC(=O)C(OC)C(C2(C)OC2CC=C(C)C)C12CO2	0.7051	0.8410	0.7788	+0.0737	-0.0622
Cc1cc(Oc2cc(C)nn2C)c2cc(N)ccc2n1	0.9259	0.9316	0.9325	+0.0065	+0.0009
CCOC(=O)C1=CC(OC(CC)CC)C(O)C(OS(C)(=O)=O)C1	0.8857	0.9241	0.9235	+0.0379	-0.0006
CC(CNc1nccc(C#N)c1Cl)c1nccs1	0.8945	0.8662	0.8906	-0.0038	+0.0244
CCC(C)N(N)C(=O)C(N)=O	0.7950	0.7426	0.7768	-0.0182	+0.0342
CC1C(=O)NC(=O)CN1c1cc(C#N)c2ccccc2n1	0.8407	0.9257	0.9101	+0.0694	-0.0157
CCO[Si](CCCNCCN)(OCC)OCC	0.9616	0.9514	0.9639	+0.0024	+0.0125
COc1cc2ncnc(Nc3ccc(NC(=O)C=Cc4ccccc4[N+](=O)[O-])cc3)c2cc1OC	0.9617	0.9686	0.9699	+0.0081	+0.0013
NCC(O)C(=O)O	0.8860	0.8784	0.8895	+0.0036	+0.0111
COc1ccc(N=NC(C(=O)Nc2ccccc2Cl)=C(C)O)cc1S(=O)(=O)Nc1ccc(Br)cc1	0.8542	0.8538	0.8599	+0.0057	+0.0061
CC(C)(C)OC(=O)N1CCN(c2ccncc2NC(=O)c2ccnc(-c3cnc4ccccc4c3)n2)CC1	0.9124	0.9195	0.9225	+0.0101	+0.0031
OCCc1c(F)c(F)c(F)c(F)c1F	0.9480	0.8731	0.9244	-0.0236	+0.0514
CCN(CCCOC(=O)CCCl)c1cccc(NC(=O)CCOC(=O)CCCl)c1	0.9335	0.9540	0.9521	+0.0186	-0.0019
Cc1cc(C)c(S(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ncccn3)cc2)C(C)CCBr)c(C)c1	0.9437	0.9136	0.9380	-0.0058	+0.0244
CCC(CCO)CNC(=O)NC1CCOC1c1ccc(F)c(F)c1	0.9349	0.9307	0.9445	+0.0096	+0.0139
C#CCn1c(=NC(=O)c2cc(C)oc2C)sc2cc([N+](=O)[O-])ccc21	0.9368	0.9350	0.9435	+0.0066	+0.0084
COC(C)(C)CNc1ncnc(Cl)c1Br	0.8799	0.8947	0.8995	+0.0196	+0.0048
COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cccc(Br)c2)c1	0.9749	0.9482	0.9712	-0.0036	+0.0230
CN1CCN(CC(=O)NC(=O)NC2CCS(=O)(=O)C2)C(C)(C)C1=O	0.9715	0.9472	0.9671	-0.0044	+0.0199
O=C(NN=Cc1ccc(Cl)cc1)c1ccc(CSc2nc3ccccc3[nH]2)cc1	0.9371	0.9504	0.9533	+0.0162	+0.0029
CC(CCCCCCC=CC(=O)O)OC1OC(C)C(O)CC1O	0.9464	0.9255	0.9522	+0.0058	+0.0266
Cn1c(C(=O)N2CCCCC2CCO)cc2ccccc21	0.9060	0.8830	0.8993	-0.0067	+0.0163
O=C(Cc1ccc(Cl)cc1F)c1ccc2ccccc2n1	0.8909	0.9205	0.9173	+0.0265	-0.0032
CC(=O)c1ccc(O)cc1C	0.9369	0.9256	0.9443	+0.0074	+0.0188
CC(=O)CC(O)=Nc1cccc(O)c1	0.9685	0.9655	0.9743	+0.0058	+0.0089
C#CC(=O)OC	0.8232	0.8533	0.8494	+0.0262	-0.0038
Nc1cc2c(cc1Oc1ccccc1)CCO2	0.9027	0.8765	0.8952	-0.0075	+0.0188
O=c1c2ccccc2nc(-c2cccc(C(F)(F)F)c2)n1N=Cc1cccn1-c1ccc2ccccc2c1	0.9302	0.9519	0.9484	+0.0182	-0.0035
CC(=O)Oc1ccc2nc3ccccc3nc2c1[N+](=O)[O-]	0.8824	0.9015	0.9039	+0.0215	+0.0024
Cc1cc(NCCCN(C)C(=O)OC(C)(C)C)nc(NC(=O)Nc2cccc(C(F)(F)F)c2)n1	0.9590	0.9173	0.9476	-0.0114	+0.0304
OC[C@H](O)[C@@H](O)CO	0.9721	0.9737	0.9751	+0.0030	+0.0015
CC(N)Cc1cccn1Cc1c(F)ccc(Br)c1F	0.8588	0.8891	0.8816	+0.0228	-0.0075
O=C(OCc1ccccc1C(F)(F)F)c1ccccc1C(=O)OCc1ccccc1C(F)(F)F	0.9353	0.9516	0.9596	+0.0243	+0.0080
CCOCCCn1c(NC(=O)C(C)OCCC(C)C)nc2ccccc21	0.9312	0.9005	0.9216	-0.0096	+0.0211
CC(C)=CC(C)C	0.7992	0.8240	0.8170	+0.0179	-0.0070
COc1cc(C=NNC(=O)C(=O)Nc2cccc(C)c2C)cc(OC)c1OC	0.9630	0.9555	0.9652	+0.0022	+0.0097
CCOC(=O)c1c(OCC)c2ccccc2n1CCCN(CC)CC	0.9451	0.9445	0.9531	+0.0079	+0.0086
CCOc1ccccc1C=CC(=O)c1ccc(Br)cc1	0.9781	0.9663	0.9756	-0.0025	+0.0093
COc1ccc(C(C)NCC(O)c2ccc(O)c3[nH]c(=O)ccc23)cc1	0.9650	0.9487	0.9632	-0.0019	+0.0145
CCOc1ccc(C=Cc2cc(C=Cc3ccc(OCC)c(OC)c3)on2)cc1OC	0.8132	0.9398	0.8835	+0.0703	-0.0564
CCCN1C(=O)C=CC1=O	0.9668	0.9297	0.9693	+0.0025	+0.0395
CCCCC1OC(=O)CC1C	0.8656	0.9071	0.8963	+0.0307	-0.0108
O=C(NCc1ccccc1)C1CCc2nc3ccccn3c2C1	0.9575	0.9520	0.9645	+0.0071	+0.0125
NCCCCC(N)C(=O)NCc1sc(P(=O)(O)O)cc1P(=O)(O)O	0.8316	0.8605	0.8563	+0.0247	-0.0042
CCCCCCCC=CC(=O)NC(C)(C)CC	0.9361	0.9436	0.9455	+0.0095	+0.0019
Cc1ccc(N(C)c2c(CO)n(C)c(=O)c3ccccc23)cc1C	0.9193	0.8854	0.9082	-0.0111	+0.0228
CC(=O)OCN1C(=N[N+](=O)[O-])NC(OC(C)=O)C1OC(C)=O	0.7884	0.7871	0.7974	+0.0090	+0.0102
N#Cc1ccc(Cl)c(Cl)c1	0.8351	0.8674	0.8612	+0.0261	-0.0061
O=S(=O)(N(c1ccccc1)S(=O)(=O)C(F)(F)F)C(F)(F)F	0.7333	0.6946	0.7247	-0.0087	+0.0301
CCOC(=O)C1=C2SCC(C(=O)OCC)N2C(=O)C1=O	0.8454	0.8023	0.8345	-0.0109	+0.0321
CC(=O)NC1C(NCCCCC(=O)O)C=C(C(=O)O)OC1C(O)C(O)CO	0.9568	0.9435	0.9611	+0.0043	+0.0176
CC(C)=CCCC(C)CC1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2	0.8525	0.9212	0.8996	+0.0470	-0.0216
CC(C)CC(NC(=O)C1CCCN2C(=O)CCC(NC(=O)C(C)C)C(=O)N12)C(=O)C=[N+]=[N-]	0.8099	0.8019	0.8121	+0.0022	+0.0102
CCC1(C)OCCO1	0.8733	0.9084	0.9033	+0.0301	-0.0051
CCCCNC(=O)COn1nnc2ccc(C(=O)OC)cc21	0.9388	0.9381	0.9463	+0.0074	+0.0082
CCCCOS(=O)(=O)OCCCC	0.8757	0.8885	0.8887	+0.0129	+0.0002
COc1ccc2occ(-c3ccccc3)c(=O)c2c1	0.9540	0.9489	0.9629	+0.0089	+0.0140
O=C(O)CNc1ccccc1	0.8575	0.8721	0.8740	+0.0165	+0.0018
Cc1cc(Cl)ccc1C(=O)Nc1cccc(CBr)c1	0.9235	0.9317	0.9319	+0.0084	+0.0002
Nc1cc(Cl)c(Cl)cc1Cl	0.8815	0.8711	0.8933	+0.0118	+0.0222
CCCCNC=C(C)C=CC(=O)OCC	0.8138	0.7768	0.8052	-0.0086	+0.0285
CCC(C)Oc1ccc(C=Nn2c(C(C)CC)nc3ccc(Br)cc3c2=O)cc1Br	0.9516	0.9762	0.9726	+0.0210	-0.0036
CCCCC(C)(C)CCC	0.9495	0.9345	0.9453	-0.0041	+0.0108
Cc1ccc(Oc2ccc(C(C)O)cc2)c(C(C)(C)C)c1	0.9776	0.9621	0.9770	-0.0006	+0.0149
CCOC(=O)Cc1csc(NC(=O)C2=NN(c3ccccc3)C(C(C)=O)C2)n1	0.9538	0.9300	0.9512	-0.0025	+0.0213
COC1=CC(CN)C=C2C=CC(=O)N=C21	0.8076	0.7790	0.8023	-0.0053	+0.0232
CCOC(=O)C1CSC(=O)N1C(=O)CCC(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C	0.8718	0.9155	0.9029	+0.0311	-0.0126
COc1ccc(CCSc2nc3ccccc3c(=O)n2Cc2cccnc2)cc1	0.9726	0.9655	0.9774	+0.0048	+0.0119
Cc1cccc(Nc2ncc(C=Cc3ncc(C(C)(C)C)o3)s2)n1	0.8374	0.8824	0.8697	+0.0323	-0.0127
CC(=O)Nc1ccc2c(c1)Oc1cc(N)ccc1C21OC(=O)c2ccccc21	0.9732	0.9739	0.9799	+0.0067	+0.0060
N=c1cc(-c2ccc(Cl)cc2)[nH][nH]1	0.7673	0.8049	0.7964	+0.0291	-0.0085
COc1ccc2c(c1)Oc1cc(OC)ccc1C21OC(=O)c2ccccc21	0.9177	0.9353	0.9418	+0.0241	+0.0065
Cc1[nH]c2ccccc2c1CCCC(=O)N(C)N	0.8827	0.9169	0.9118	+0.0291	-0.0051
CCc1cccc(CC)c1N=C=Nc1c(CC)cccc1CC	0.6128	0.6786	0.6558	+0.0430	-0.0228
C=c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1=Cc1ccc(OCCc2ccccc2)c(OC)c1	0.9237	0.9310	0.9350	+0.0114	+0.0040
Cc1cccc(C)c1Br	0.8855	0.9013	0.9022	+0.0167	+0.0009
CCNc1cc(N2CCCC(C(=O)OCC)C2)c2noc3c2c1C(=O)c1ccccc1-3	0.9508	0.8790	0.9343	-0.0165	+0.0553
CCOC=C(C#N)CC(C)=O	0.8806	0.8730	0.8841	+0.0036	+0.0111
COC(=O)c1sc2nc(C)nc(NC3CCN(c4c(F)cccc4F)C3=O)c2c1C	0.8728	0.8622	0.8792	+0.0064	+0.0170
O=C1CC(=Cc2cnn3c(NC4CC4)nc(NCCC4CCOCC4)nc23)C(=O)N1	0.8889	0.9343	0.9213	+0.0324	-0.0130
COc1cc(C)c(C(=O)NCC2(O)C3C4CC5C6C4CC3C6C52)cc1OC	0.9242	0.8967	0.9168	-0.0074	+0.0202
Nc1ccc(Cl)c(Oc2cc3n[nH]c(=O)n3cn2)c1	0.9229	0.9298	0.9396	+0.0167	+0.0098
C=CC(=O)OC1(C2CCC(C3CCC(OC(=O)C(=C)C)(C4CCCO4)C3)O2)CCCC1	0.9175	0.9202	0.9258	+0.0083	+0.0056
Cc1c(C(=O)c2ccccc2)oc2cc(OCc3cn[nH]n3)ccc12	0.9224	0.9058	0.9181	-0.0043	+0.0123
COc1ccc(-n2c(C)cc(C=C(C#N)C(=O)OCC(=O)NCc3ccc4c(c3)OCO4)c2C)cc1	0.9584	0.9651	0.9709	+0.0125	+0.0058
COC(=O)C1=C(C)N(c2cccc3ccccc23)C(=O)C1=Cc1ccc(OCc2ccccc2)c(OC)c1	0.9615	0.9477	0.9632	+0.0017	+0.0155
CC(C)(C(=O)Nc1ccc(Br)cc1F)n1nc(-c2cccs2)ccc1=O	0.9032	0.9271	0.9283	+0.0251	+0.0012
O=C(NCCn1ncc2c(=O)n(Cc3cccc(Cl)c3)cnc21)c1ccc(Cn2ccnc2)cc1	0.9084	0.9145	0.9215	+0.0131	+0.0070
O=c1[nH]nc(Cc2ccc(Cl)c(Oc3cccc(Br)c3)c2)nc1-c1ccccc1	0.8577	0.9042	0.8874	+0.0297	-0.0168
Cc1ccc2c(C=CC(=O)O)nn(Cc3ccc(Cl)cc3Cl)c2c1	0.9316	0.9260	0.9457	+0.0141	+0.0197
CN(C)C(=O)c1ccc(CCC(=O)NCCc2noc(C(C)(C)C)n2)cc1	0.9414	0.9679	0.9665	+0.0251	-0.0014
NC(=O)OCCc1ccc(S(=O)(=O)c2cccc(Oc3ccccc3C=O)c2)cc1	0.8933	0.9008	0.9069	+0.0136	+0.0060
CN(CC1CC1)C(=O)c1cc(F)ccc1S(N)(=O)=O	0.8928	0.8784	0.8974	+0.0046	+0.0191
N#Cc1coc2ccccc2c1=O	0.8593	0.8790	0.8850	+0.0258	+0.0061
NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1cc(Br)c1ccc(NC(=O)c3cccnc3Cl)cc12	0.9547	0.9388	0.9592	+0.0045	+0.0204
COc1ccc(OC)c(-c2nn(-c3ccccc3)cc2C(=O)Nc2ccc3c(c2)OCCO3)c1	0.9783	0.9700	0.9786	+0.0002	+0.0085
Cc1cn2cc(NC(=O)NC3CCC4CNCC4C3)ccc2n1	0.9194	0.9013	0.9212	+0.0019	+0.0200
OC=CC=CCCCCCl	0.8196	0.7484	0.8007	-0.0189	+0.0523
CC(C)(Br)C(=O)Br	0.6411	0.6775	0.6700	+0.0289	-0.0075
CC1(C)CC(=O)C=C(NC2=C(N=NN)CCC=C2N)C1	0.7278	0.7208	0.7376	+0.0099	+0.0168
Cn1ccc2ccc(-c3cc(NC(c4cccnc4)c4ccc(=O)[nH]n4)cc4nccnc34)cc21	0.8950	0.8916	0.9050	+0.0100	+0.0134
COc1ccc(OC)c(CCC(=O)O)c1	0.9761	0.9583	0.9705	-0.0056	+0.0122
O=C(O)c1cccc2ncccc12	0.9139	0.9004	0.9176	+0.0037	+0.0172
COC(=O)C=c1sc(=C(N=Nc2ccccc2OC)C(=O)N2CCOCC2)[nH]c1=O	0.8703	0.9086	0.8987	+0.0283	-0.0099
COc1ccc(C)cc1NC(=O)Nc1ccc(C2=CCNCC2)cc1	0.9657	0.9406	0.9597	-0.0061	+0.0190
[3H]CCCCCc1nc(CCCC)c(CCCC)nc1CCCC	0.8295	0.8520	0.8581	+0.0285	+0.0060
COc1cccc(C=Cc2ncc([N+](=O)[O-])n2CCO)c1	0.8309	0.8387	0.8390	+0.0080	+0.0003
CCOc1ccc2c(C)cc(=O)oc2c1	0.9636	0.9650	0.9707	+0.0071	+0.0057
Oc1ccc(Nc2ccccc2)cc1	0.9558	0.9462	0.9564	+0.0006	+0.0102
C=CCOc1c(C)cnc2c1CCCC2S(=O)c1nc2ccccc2[nH]1	0.7423	0.8060	0.7834	+0.0411	-0.0226
Cc1ccc(C)c(C(O)=C2C(=O)C(=O)N(c3cccc(F)c3)C2c2cccs2)c1	0.9479	0.9207	0.9425	-0.0054	+0.0219
C1=Nc2cc(C3CNc4cc(-c5cnc6ccccc6n5)ccc4N3)ccc2NC1	0.8690	0.8692	0.8760	+0.0071	+0.0068
CCC(C)(C)OC	0.9361	0.9323	0.9417	+0.0056	+0.0094
O=Cc1ccccc1OC(F)(F)F	0.9113	0.9329	0.9330	+0.0217	+0.0000
CC1CCCC(C)N1CCCCCn1c(=O)c(-c2cccc(O)c2)nc2ccccc21	0.8383	0.9120	0.8823	+0.0440	-0.0298
CCOC(=O)c1cnc2c(C)cc(C)cc2c1N1CCN(c2cnn(C)c2)C(=O)C1	0.9390	0.9465	0.9530	+0.0139	+0.0065
CC1=C(O)C(=O)C(C(C)C)CC1	0.7066	0.6880	0.7065	-0.0000	+0.0186
CCCCCc1ccc(C=CC(=O)Nc2ccccc2SCCCC(=O)O)cc1	0.9466	0.9381	0.9474	+0.0008	+0.0093
O=C(CNC(=O)c1ccc2ccccc2n1)Nc1ccccc1Br	0.8960	0.9586	0.9359	+0.0399	-0.0227
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ccc3ccccc3c2)c([N+](=O)[O-])c1	0.9443	0.9507	0.9546	+0.0103	+0.0039
Nc1ccc(C(=O)NCC(=O)O)cc1	0.9405	0.9278	0.9397	-0.0007	+0.0119
CSc1cc2ccccc2c(=S)s1	0.7774	0.7863	0.7984	+0.0210	+0.0121
